"id";"title";"year";"synopsis";"director";"producer";"writer";"release_date_id";"box_office";"runtime";"production_co";"sound_mix";"aspect_ratio";"collection";"crew";"rating_id";"genre_id";"language_id"
"898";"Three Amigos!";"1986";"Three cowboy movie stars from the silent era -- Dusty Bottoms (Chevy Chase), Lucky Day (Steve Martin) and Ned Nederlander (Martin Short) -- are fired when one of their movies bombs. In what seems to be a career-saving offer, young Mexican woman Carmen (Patrice Martinez) offers them a high-paying gig in her village. The three jump at the opportunity, expecting to do their typical act, but Carmen believes they are really heroes and asks them to rid her village of bad guy El Guapo (Alfonso Arau).";"Martin Scorsese";"Julia Phillips, Michael Phillips";"Paul Schrader";"92";"188.00";"107";"Walt Disney Pictures";"Magnetic Stereo 6 Track";"";"";"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton, Barbara Luddy, Barbara Jo Allen, Taylor Holmes, Candy Candido, Clyde Geronimi, Charles Perrault, Erdman Penner, Joe Rinaldi, Winston Hibler, Ted Sears, Ralph Wright, Milt Banta, Walt Disney";"4";"13";"1"
"899";"Three Billboards Outside Ebbing, Missouri";"2017";"After months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby, the town's revered chief of police. When his second-in-command, Officer Dixon -- an immature mother's boy with a penchant for violence -- gets involved, the battle is only exacerbated.";"Alfred Hitchcock";"Alfred Hitchcock";"Samuel A. Taylor, Alec Coppel";"77";"210.50";"109";"Walt Disney Animation";"Datasat, Dolby Digital";"";"";"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling, Joe Lo Truglio, Ed O'Neill, Dennis Haysbert, Adam Carolla, Rich Moore, Phil Johnston, Clark Spencer, John Lasseter, Henry Jackman, Mike Gabriel, Tim Mertens, Jamie Sparer Roberts";"3";"13";"1"
"900";"Three Colors: Red";"1994";"Part-time model Valentine (IrГЁne Jacob) meets a retired judge (Jean-Louis Trintignant) who lives in her neighborhood after she runs over his dog. At first the judge gifts Valentine with the dog, but her possessive boyfriend won't allow her to keep it. When she returns with the dog to the judge's house, she discovers him listening in on his neighbors' phone conversations. At first Valentine is outraged, but her debates with the judge over his behavior soon leads them to form a strange bond.";"Curtis Hanson";"Michael Nathanson, Arnon Milchan, Curtis Hanson";"Curtis Hanson, James Ellroy, Brian Helgeland";"79";"315.00";"130";"Metro Goldwyn Mayer, Christmas Tree Films";"Mono";"Flat (1.37:1)";"";"Peter Billingsley, Darren McGavin, Melinda Dillon, Ian Petrella, Scott Schwartz, Tedde Moore, Yano Anaya, Zack Ward, Jean Shepherd, Bob Clark, Leigh Brown, Bob Clark, Jean Shepherd, Jean Shepherd, Don Carmody, Bob Clark, RenГ© Dupont, Gary Goch";"3";"13";"1"
"901";"Three Identical Strangers";"2018";"Identical triplets become separated at birth and adopted by three different families. Years later, their amazing reunion becomes a global sensation but also unearths an unimaginable secret that has radical repercussions.";"Howard Hawks";"Howard Hawks";"William Faulkner, Leigh Brackett, Jules Furthman";"92";"226.30";"137";"Metro Goldwyn Mayer";"Mono";"Flat (1.37:1)";"";"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Victor Fleming, L. Frank Baum, Noel Langley, Florence Ryerson, Edgar Allan Woolf, Victor Fleming, Mervyn LeRoy, Harold Arlen, Herbert Stothart, Felix Mendelssohn Bartholdy";"4";"13";"1"
"902";"Throne of Blood";"1957";"Returning to their lord's castle, samurai warriors Washizu (ToshirГґ Mifune) and Miki (Minoru Chiaki) are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji (Isuzu Yamada), presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.";"Dan Gilroy";"Michel Litvak, Jake Gyllenhaal, David Lancaster, Jennifer Fox, Tony Gilroy";"Dan Gilroy";"77";"620.20";"152";"Metro Goldwyn Mayer";"";"";"";"Groucho Marx, Harpo Marx, Kitty Carlisle, Chico Marx, Margaret Dumont, Allan Jones, Walter Woolf King, Sig Ruman, Sam Wood";"6";"12";"1"
"903";"Timbuktu";"2014";"A Malian cattleman (Ibrahim Ahmed) and his family face the wrath of Islamic fundamentalists after a tragic accident.";"Henri-Georges Clouzot";"Raymond Borderie, Henri-Georges Clouzot, Louis Wipf";"Henri-Georges Clouzot, JГ©rГґme GГ©ronimi";"79";"700.20";"134";"Metro Goldwyn Mayer";"Mono";"Flat (1.37:1)";"";"Gene Kelly, Debbie Reynolds, Donald O'Connor, Jean Hagen, Millard Mitchell, Rita Moreno, Douglas Fowley, Cyd Charisse, Madge Blake, King Donovan, Stanley Donen, Gene Kelly, Betty Comden, Adolph Green, Arthur Freed, Nacio Herb Brown, Adrienne Fazan, Randall Duell";"4";"12";"1"
"904";"Time";"2020";"Entrepreneur Fox Rich spends the last two decades campaigning for the release of her husband, Rob G. Rich, who is serving a 60-year prison sentence for a robbery they both committed in the early 1990s in a moment of desperation.";"Alfred Hitchcock";"Alfred Hitchcock";"John Michael Hayes";"92";"858.40";"181";"Proscenium Films";"Stereo, Surround";"Flat (1.66:1)";"";"The Beatles, Wilfrid Brambell, Norman Rossington, Victor Spinetti, Anna Quayle, Deryck Guyler, Eddie Malin, Robin Ray, Richard Lester, Alun Owen, Dennis O'Dell, Walter Shenson, John Lennon, Paul McCartney, Gilbert Taylor, John Jympson, Ray Simm";"4";"12";"1"
"905";"Titanic";"1997";"James Cameron's ""Titanic"" is an epic, action-packed romance set against the ill-fated maiden voyage of the R.M.S. Titanic; the pride and joy of the White Star Line and, at the time, the largest moving object ever built. She was the most luxurious liner of her era -- the ""ship of dreams"" -- which ultimately carried over 1,500 people to their death in the ice cold waters of the North Atlantic in the early hours of April 15, 1912.";"Guy Hamilton";"Albert R. Broccoli, Harry Saltzman";"Richard Maibaum, Paul Dehn";"77";"220.10";"147";"Summit Entertainment, Marc Platt Productions, Gilbert Films";"DTS, Dolby Digital, Dolby Atmos";"Scope (2.35:1)";"";"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, J.K. Simmons, Finn Wittrock, Meagan Fay, Callie Hernandez, Sonoya Mizuno, Jessica Rothe, Damien Chazelle, Damien Chazelle, Fred Berger, Jordan Horowitz, Marc Platt, Gary Gilbert, Linus Sandgren, Tom Cross, Justin Hurwitz, David Wasco";"1";"12";"1"
"906";"To All the Boys I've Loved Before";"2018";"A teenage girl's love letters are exposed and wreak havoc on her life.";"Alfred Hitchcock";"Alfred Hitchcock";"Czenzi Ormonde";"79";"153.60";"120";"RKO Radio Pictures Inc.";"Mono";"Flat (1.37:1)";"";"Fred Astaire, Ginger Rogers, Edward Everett Horton, Helen Broderick, Eric Blore, Erik Rhodes, Mark Sandrich, Aladar Laszlo, Allan Scott, Dwight Taylor, Pandro S. Berman, Irving Berlin, William Hamilton, Carroll Clark";"6";"21";"1"
"907";"To Be and to Have";"2002";"In rural France, schoolteacher Georges Lopez educates 12 children, whose ages range from 4 to 11 years old. Over the course of a year, the soon-to-retire Lopez instructs them all in one small classroom with the traditional tools of French teaching: rote repetition and the dictation of literary passages for copying. As the seasons pass, Lopez must keep his students disciplined while preparing the older children for the exams that will determine their educational future.";"Don Siegel";"Walter Wanger";"Daniel Mainwaring";"92";"190.20";"117";"Walt Disney Productions";"Surround, Stereo, Mono";"";"";"Don Brodie, Walter Catlett, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, Christian Rub, Evelyn Venable, Ben Sharpsteen, Hamilton Luske, Walt Disney";"4";"13";"1"
"908";"To Be or Not to Be";"1942";"Acting couple Joseph (Jack Benny) and Maria Tura (Carole Lombard) are managing a theatrical troupe when the Nazis invade Poland. Maria is having an affair with Lieutenant Sobinski (Robert Stack), who suspects Professor Siletsky (Stanley Ridges) is a Nazi spy. With Siletsky in possession of a list of members of the Polish resistance, the Turas' company takes action. Using their skill for impersonation, Joseph and company must confuse the Nazis and stop Siletsky from handing over the list.";"Steven Spielberg";"Amy Pascal, Kristie Macosko Krieger, Steven Spielberg";"Liz Hannah, Josh Singer";"77";"412.80";"141";"Metro Goldwyn Mayer";"Mono";"Flat (1.37:1)";"";"Gene Kelly, Leslie Caron, Oscar Levant, Nina Foch, Eugene Borden, Ann Codee, George Davis, Hayden Rorke, Vincente Minnelli, Alan Jay Lerner, Roger Edens, Arthur Freed, Saul Chaplin, George Gershwin, John Alton, Alfred Gilks, Adrienne Fazan";"6";"21";"1"
"909";"To Catch a Thief";"1955";"Notorious cat burglar John Robie (Cary Grant) has long since retired to tend vineyards on the French Riviera. When a series of robberies is committed in his style, John must clear his name. Armed with a list of people who own the most expensive jewels currently in the area, John begins following the first owner, young Francie (Grace Kelly). When her jewels are stolen, Francie suspects John, destroying their tentative romance. John goes on the lam to catch the thief and clear his own name.";"Otto Preminger";"Otto Preminger";"Robert Traver, Wendell Mayes";"79";"188.00";"107";"Walt Disney Pictures, 5000 Broadway Productions, RadicalMedia";"Dolby Atmos";"Flat (1.85:1)";"";"Lin-Manuel Miranda, Phillipa Soo, Leslie Odom Jr., Renee Elise Goldsberry, Christopher Jackson, Daveed Diggs, Anthony Ramos, Jasmine Cephas Jones, Okieriete Onaodowan, Jonathan Groff, Thomas Kail, Ron Chernow, Thomas Kail, Lin-Manuel Miranda, Jeffrey Seller, Jon Kamen, Lin-Manuel Miranda, Lin-Manuel Miranda, Angela Kahler";"1";"17";"1"
"910";"Tokyo Story";"1953";"The elderly Shukishi (Chishu Ryu) and his wife, Tomi (Chieko Higashiyama), take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi (SГґ Yamamura), a doctor, and their daughter, Shige (Haruko Sugimura), a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko (Setsuko Hara), the widow of their younger son who was killed in the war, to keep her in-laws company.";"Tod Browning";"Tod Browning, Dwain Esper, Hildegarde Stadie, Irving Thalberg";"Al Boasberg, Willis Goldbeck, Leon Gordon, Edgar Allan Woolf";"92";"210.50";"109";"The Archers, Independent Producers";"Mono";"";"";"Moira Shearer, Anton Walbrook, Marius Goring, Robert Helpmann, Leonide Massine, Albert Basserman, Esmond Knight, Michael Powell, Emeric Pressburger, Hans Christian Andersen, Michael Powell, Emeric Pressburger, Keith Winter, Marius Goring, George R. Busby, Michael Powell, Emeric Pressburger";"6";"11";"1"
"911";"Tombstone";"1993";"Wyatt Earp (Kurt Russell) and his brothers, Morgan (Bill Paxton) and Virgil (Sam Elliott), have left their gunslinger ways behind them to settle down and start a business in the town of Tombstone, Ariz. While they aren't looking to find trouble, trouble soon finds them when they become targets of the ruthless Cowboy gang. Now, together with Wyatt's best friend, Doc Holliday (Val Kilmer), the brothers pick up their guns once more to restore order to a lawless land.";"Charles Laughton";"Paul Gregory";"James Agee, Charles Laughton";"77";"315.00";"130";"Parc Film, Beta Film GmbH";"Dolby Stereo";"16mm, Flat (1.85:1)";"";"Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel, Ellen Farner, Mireille Perrey, Jean Champion, P. Caden, J.P. Dorat, Jacques Demy, Jacques Demy, Mag Bodard, Michel Legrand, Jean Rabier, Bernard Evein, Jacques Demy";"6";"21";"6"
"912";"Toni Erdmann";"2016";"A film by Maren Ade.";"Nicholas Ray";"Unknown";"Dorothy B. Hughes, Edmund H. North, Andrew Solt";"79";"226.30";"137";"Sundial Pictures";"";"";"";"Aretha Franklin, Alan Elliott, Alan Elliott, Aretha Franklin, Jerry Wexler, Chiemi Karasawa, Joseph Woolf";"4";"29";"1"
"913";"Top Hat";"1935";"The story centers on wealthy Dale Tremont (Ginger Rogers), on holiday in London and Venice. She assumes that American entertainer Jerry Travers (Fred Astaire) is the husband of her friend Madge (Helen Broderick) -- who's actually the wife of Jerry's business manager Horace Hardwick (Edward Everett Horton).";"Remi Weekes";"Aidan Elliott";"Remi Weekes";"92";"620.20";"152";"20th Century Fox";"Mono";"";"";"Jane Russell, Marilyn Monroe, Charles Coburn, Elliott Reid, Tommy Noonan, George Winslow, Marcel Dalio, Taylor Holmes, Norma Varden, Howard Wendell, Howard Hawks, Joseph Fields, Anita Loos, Charles Lederer, Sol C. Siegel, Harold Adamson, Hoagy Carmichael, Leo Robin, Jule Styne, Harry J. Wild";"6";"12";"1"
"914";"Totally Under Control";"2020";"Public health officials discuss the U.S. government's response to the COVID-19 pandemic.";"Alfred Hitchcock";"Alfred Hitchcock";"John Taintor Foote, Ben Hecht, Alfred Hitchcock, Clifford Odets";"77";"700.20";"134";"Tremolo Productions";"";"";"";"David Bowie, Ray Charles, Sheryl Crow, Lou Adler, Patti Austin, Chris Botti, Morgan Neville, Gil Friesen, Caitrin Rogers, Morgan Neville, George Conrades, Art Bilger, Peter Morton, Joel S. Ehrenkranz, Nicola B. Marsh";"1";"22";"1"
"915";"Touch of Evil";"1958";"When a car bomb explodes on the American side of the U.S./Mexico border, Mexican drug enforcement agent Miguel Vargas (Charlton Heston) begins his investigation, along with American police captain Hank Quinlan (Orson Welles). When Vargas begins to suspect that Quinlan and his shady partner, Menzies (Joseph Calleia), are planting evidence to frame an innocent man, his investigations into their possible corruption quickly put himself and his new bride, Susie (Janet Leigh), in jeopardy.";"Joseph Sargent";"Gabriel Katzka, Edgar J. Scherick";"Peter Stone";"79";"858.40";"181";"Film4";"";"";"";"Salaam Remi, Nick Shymansky, Blake Fielder-Civil, Mitch Winehouse, Mos Def, Asif Kapadia, James Gay-Rees, Antonio Pinto";"2";"29";"1"
"916";"Touching the Void";"2003";"In 1985, two young climbers, Joe Simpson (Brendan Mackey) and Simon Yates (Nicholas Aaron), set out to be the first to reach the summit of the Siula Grande in the Peruvian Andes. They succeed, and the two embark on the treacherous descent down the mountain -- only to meet with disaster when Simpson breaks his leg in a fall, leaving Yates to lower him the rest of the way with ropes. When a storm threatens both their lives, Yates must decide whether to cut the rope and risk Simpson's likely death.";"Asghar Farhadi";"Alexandre Mallet-Guy, Asghar Farhadi";"Asghar Farhadi";"92";"220.10";"147";"Walt Disney Pictures";"Surround";"";"";"Paige O'Hara, Robby Benson, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Bradley Pierce, Rex Everhart, Jesse Corti, Hal Smith, Gary Trousdale, Kirk Wise, Howard Ashman, Don Hahn, Alan Menken, John Carnochan, Brian McEntee, Linda Woolverton";"4";"13";"1"
"917";"Tower";"2016";"On Aug. 1, 1966, a sniper rode the elevator to the top floor of the University of Texas Tower and opened fire, holding the campus hostage for 96 minutes. When the gunshots were finally silenced, the toll included 16 dead, three dozen wounded, and a shaken nation left trying to understand what had happened. Archival footage is combined with rotoscopic animation in a dynamic, never-before-seen way to illustrate the action-packed untold stories of the witnesses, heroes and survivors.";"Jonathan Demme";"Ron Bozman, Edward Saxon, Kenneth Utt";"Ted Tally";"77";"153.60";"120";"Warner Music Group, 40 Acres & A Mule Filmworks, River Road Entertainment, RadicalMedia";"";"";"";"David Byrne, Spike Lee, David Bither, Len Blavatnik, David Byrne, Ellen Kuras, David Byrne";"6";"17";"1"
"918";"Toy Story";"1995";"Woody (Tom Hanks), a good-hearted cowboy doll who belongs to a young boy named Andy (John Morris), sees his position as Andy's favorite toy jeopardized when his parents buy him a Buzz Lightyear (Tim Allen) action figure. Even worse, the arrogant Buzz thinks he's a real spaceman on a mission to return to his home planet. When Andy's family moves to a new house, Woody and Buzz must escape the clutches of maladjusted neighbor Sid Phillips (Erik von Detten) and reunite with their boy.";"Edgar G. Ulmer";"Leon Fromkess";"Unknown";"79";"190.20";"117";"20th Century Fox";"Mono";"";"";"Lena Horne, Bill Robinson, Cab Calloway, Katherine Dunham, Fats Waller, The Nicholas Brothers, Ada Brown, Dooley Wilson, Johnny Horace, Andrew L. Stone, Jerry Horwin, Frederick J. Jackson, Ted Koehler, H.S. Kraft, Seymour B. Robinson, William LeBaron, Nat ""King"" Cole, Fats Waller, Leon Shamroy";"6";"17";"1"
